Name,Player Name,Team,Country,Age,Position,Picture Url,Appearances,Assist,Ball Recovery,Block,Block Cross,Clearance,Create Chance,Cross,Dribble Success,Foul,Fouled,Free Kick,Goal,Header Won,Intercept,Own Goal,Passing,Penalty Goal,Saves,Shoot Off Target,Shoot On Target,Tackle,Yellow Card
ODIVAN,ODIVAN KOERICH,AREMA FC,BRAZIL,26,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25072403.png,1,0,1,2,0,5,0,0,0,1,0,0,0,4,3,0,0,0,0,0,0,0,0
YANN MOTTA,YANN MOTTA PINTO,AREMA FC,BRAZIL,26,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE2111561585.png,3,0,0,2,1,4,0,0,0,4,0,2,0,5,8,0,104,0,0,1,0,2,2
JULIAN G.,SNEYDER JULIAN GUEVARA MUNOZ,AREMA FC,COLOMBIA,33,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE23244779.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARKHAN,ARKHAN FIKRI,AREMA FC,INDONESIA,21,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE22271118.png,3,0,5,1,0,0,1,2,2,0,6,3,0,0,0,0,82,0,0,0,1,0,0
PAULINHO,PAULO ROBERTO MOCCELIN,AREMA FC,BRAZIL,31,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25073982.png,5,2,2,2,0,0,8,1,10,4,9,10,0,1,5,0,127,0,0,3,2,6,0
VALDECI M.,VALDECI MOREIRA DA SILVA,AREMA FC,BRAZIL,30,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25079176.png,4,0,1,0,0,0,1,0,1,0,7,3,1,0,0,0,77,0,0,2,3,5,0
S. TUHAREA,SALIM AKBAR TUHAREA,AREMA FC,INDONESIA,21,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE23304241.png,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MARASABESSY,MUHAMMAD RIFAD MARASABESSY,AREMA FC,INDONESIA,26,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1611022950.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALINSA,SAMUEL GIDEON BALINSA,AREMA FC,INDONESIA,26,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1711183167.png,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAYUS H.,JAYUS HARIONO,AREMA FC,INDONESIA,28,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1619753112.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F. ARZIDAN,FIKRI ARJIDAN,AREMA FC,INDONESIA,21,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21198702.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGUSTI A.,AGUSTI ARDIANSYAH,AREMA FC,INDONESIA,18,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE23300259.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DWIKI M.,DWIKI MARDIYANTO,AREMA FC,INDONESIA,25,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1917228699.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SCHEUNEMANN,BRANDON MARSEL SCHEUNEMANN,AREMA FC,INDONESIA,20,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE22144582.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACHMAD M.,ACHMAD MAULANA SYARIF,AREMA FC,INDONESIA,22,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE22280971.png,3,0,0,1,2,2,1,1,0,2,0,0,0,5,6,0,0,0,0,0,0,0,1
RAZZAA,TEUKU RAZZAA FACHREZI AZIZ,AREMA FC,INDONESIA,21,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21181036.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I. PULEIO,IAN LUCAS PULEIO ARAYA,AREMA FC,ARGENTINA,37,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25079764.png,5,0,3,0,1,0,1,0,2,4,4,0,0,6,3,0,76,0,0,4,2,5,1
ASWIN,ASWIN,AREMA FC,INDONESIA,22,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25036549.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.A RIFAI,M.ANWAR RIFAI,AREMA FC,INDONESIA,24,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE23201765.png,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M. RAFLI,MUHAMMAD RAFLI,AREMA FC,INDONESIA,27,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1619500732.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.BLADE,MATHEUS DA CONCEIÇÃO NASCIMENTO,AREMA FC,BRAZIL,30,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25149741.png,4,0,5,4,1,7,2,0,1,6,3,5,0,7,11,0,106,0,0,2,0,23,0
L. GUSTAVO,LUIZ GUSTAVO TAVARES CONDE,AREMA FC,BRAZIL,31,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25097497.png,5,0,1,3,0,14,0,0,1,0,6,12,0,9,19,0,206,0,0,1,0,3,1
DEDIK S.,DEDIK SETIAWAN,AREMA FC,INDONESIA,31,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE6747.png,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0
BETINHO F,ROBERTO PIMENTA VINAGRE FILHO,AREMA FC,BRAZIL,33,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE24252920.png,4,0,6,1,0,3,1,0,2,8,8,2,1,6,6,1,168,0,0,1,0,10,1
ALFIANSYAH,ALFIANSYAH,AREMA FC,INDONESIA,22,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25153685.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI SATRYO,MUHAMMAD ADI SATRYO,AREMA FC,INDONESIA,24,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE2011630860.png,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,18,0,0,0,1
L. FRIGERI,LUCAS HENRIQUE FRIGERI,AREMA FC,BRAZIL,36,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE23274360.png,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
DENDI S.,DENDY SANTOSO,AREMA FC,INDONESIA,35,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE2710.png,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
DIMAS A.,MUHAMMAD DIMAS ARYAGUNA,AREMA FC,INDONESIA,20,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE22137687.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B. SETIAWAN,BAYU SETIAWAN,AREMA FC,INDONESIA,27,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE22246523.png,5,0,3,0,1,3,4,1,1,5,0,0,0,0,13,0,129,0,0,0,0,2,1
ALFARIZIE,JOHAN AHMAT FARIZI,AREMA FC,INDONESIA,35,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE2692.png,4,0,2,3,1,5,0,3,0,1,0,3,0,4,4,0,107,0,0,0,0,0,1
DALBERTO,DALBERTO LUAN BELO,AREMA FC,BRAZIL,31,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE23054183.png,4,0,0,1,0,4,3,0,3,5,0,0,7,10,0,0,0,3,0,3,12,2,1
A. CASVARI,ANDRIAN CASVARI,AREMA FC,INDONESIA,26,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE23028713.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I. LESTALUHU,MUHAMMAD IKSAN LESTALUHU,AREMA FC,INDONESIA,22,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE23307617.png,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HAUPTMEIJER,MIKE HAUPTMEIJER,BALI UNITED FC,BELANDA,28,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25073316.png,4,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,94,0,13,0,0,0,0
JOÃO FERRARI,JOAO VITOR FERRARI SILVA,BALI UNITED FC,BRAZIL,28,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE24088354.png,4,0,0,0,1,8,0,0,0,3,2,3,0,11,18,0,158,0,0,1,1,5,2
KADEK AREL,KADEK AREL PRIYATNA,BALI UNITED FC,INDONESIA,20,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21173052.png,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
BAGAS ADI,BAGAS ADI NUGROHO,BALI UNITED FC,INDONESIA,28,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE6075.png,1,0,3,0,0,0,0,0,0,3,0,2,0,0,5,0,0,0,0,0,0,0,1
WILSON,BRANDON JAMES WILSON,BALI UNITED FC,AUSTRALIA,28,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE24310400.png,4,1,5,0,2,1,4,2,1,8,0,4,0,5,10,0,152,0,0,0,1,3,1
GOPPEL,THIJMEN GOPPEL,BALI UNITED FC,BELANDA,28,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25079398.png,4,2,8,0,1,0,17,11,3,5,2,5,2,0,4,0,91,0,0,1,2,6,1
BRUIJN,JORDY DENNIS BRUIJN,BALI UNITED FC,BELANDA,29,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25261226.png,1,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0
KOPITOVIC,BORIS KOPITOVIC,BALI UNITED FC,MONTENEGRO,30,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25154936.png,4,0,3,0,0,2,4,0,1,6,4,0,2,7,0,0,0,0,0,1,8,0,2
MUSTAFIC,MIRZA MUSTAFIC,BALI UNITED FC,LUXEMBOURG,27,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25071660.png,4,0,4,1,1,0,2,0,1,6,7,1,1,1,5,0,51,1,0,3,5,0,1
MALAIFANI YR,YABES RONI MALAIFANI,BALI UNITED FC,INDONESIA,30,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE7586.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RECEVEUR,TIM CHARLES PIETER RECEVEUR,BALI UNITED FC,BELANDA,34,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25071509.png,4,0,10,0,1,6,3,0,2,4,0,11,0,6,14,0,228,0,0,1,1,6,1
NATHAN,NATHAN ARI PRAMANA,BALI UNITED FC,INDONESIA,19,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21162600.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIZKY DWI,RIZKY DWI FEBRIANTO,BALI UNITED FC,INDONESIA,28,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1613065186.png,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0
KADEK AGUNG,I KADEK AGUNG WIDNYANA PUTRA,BALI UNITED FC,INDONESIA,27,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1619046325.png,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
RAVEN,JENS RAVEN,BALI UNITED FC,INDONESIA,20,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25069386.png,3,1,0,0,0,0,1,0,0,3,0,0,0,2,0,0,0,0,0,1,1,0,1
WAYAN ARTA,I WAYAN ARTA WIGUNA,BALI UNITED FC,INDONESIA,19,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21179388.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RICKY FAJRIN,RICKY FAJRIN SAPUTRA,BALI UNITED FC,INDONESIA,30,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE7585.png,4,0,4,1,0,10,0,1,0,3,5,1,0,6,23,0,153,0,0,2,0,4,1
DIKRI YUSRON,DIKRI YUSRON AFAFA,BALI UNITED FC,INDONESIA,30,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE6042.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHIKA W.,I MADE ANDHIKA PRADANA WIJAYA,BALI UNITED FC,INDONESIA,29,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE161116578.png,4,0,6,1,0,9,0,1,0,0,3,0,0,0,9,0,139,0,0,4,0,5,0
IRFAN JAYA,IRFAN JAYA,BALI UNITED FC,INDONESIA,29,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1615474548.png,4,2,1,1,0,1,3,0,2,0,5,0,2,0,0,0,54,0,0,3,4,3,0
MAOURI,MAOURI ANANDA YVES RAMLI SIMON,BALI UNITED FC,INDONESIA,19,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE22104375.png,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
PUTU PANJI,I PUTU PANJI APRIAWAN,BALI UNITED FC,INDONESIA,17,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE22137183.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R. ARJUNA,RAHMAT ARJUNA RESKI,BALI UNITED FC,INDONESIA,21,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE22272242.png,3,0,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0
MADE TITO,I MADE TITO WIRATAMA,BALI UNITED FC,INDONESIA,22,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21177945.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANANTA KRISNA,I KOMANG ANANTA KRISNA PUTRA,BALI UNITED FC,INDONESIA,19,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21167858.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M. RAHMAT,RAHMAT,BALI UNITED FC,INDONESIA,37,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE2539.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REYNER,REYNER IMMANUELO BARUSU,BALI UNITED FC,INDONESIA,20,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21176837.png,3,0,0,0,0,1,1,0,0,4,2,1,0,2,4,0,54,0,0,3,0,5,0
MAHENDRA,I GEDE AGUS MAHENDRA,BALI UNITED FC,INDONESIA,23,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE2011802063.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FITRUL DR,FITRUL DWI RUSTAPA,BALI UNITED FC,INDONESIA,30,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1613316040.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AQIL SAVIK,MUCHAMAD AQIL SAVIK,BHAYANGKARA PRESISI LAMPUNG FC,INDONESIA,26,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1619997815.png,2,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,3,0,0,0,0
PUTU GEDE,I PUTU GEDE JUNI ANTARA,BHAYANGKARA PRESISI LAMPUNG FC,INDONESIA,30,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE7572.png,4,0,3,1,2,13,0,0,1,5,0,0,0,3,0,0,84,0,0,0,1,10,1
LEO SILVA,VINICIUS LEONARDO DA SILVA,BHAYANGKARA PRESISI LAMPUNG FC,BRAZIL,25,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE24027828.png,2,0,0,1,0,3,0,0,0,0,0,2,0,3,7,0,0,0,0,0,0,0,1
SADIKI,NEHAR SADIKI,BHAYANGKARA PRESISI LAMPUNG FC,FYR MACEDONIA,27,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25075125.png,4,0,8,5,1,16,1,0,0,5,3,9,0,11,21,0,126,0,0,1,0,4,0
MOISES,MOISÉS WOLSCHICK,BHAYANGKARA PRESISI LAMPUNG FC,BRAZIL,31,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25076100.png,4,0,4,2,0,4,4,1,0,9,2,2,0,2,15,0,82,0,0,2,0,4,3
R. KUSUMA,MUHAMMAD REZA KUSUMA,BHAYANGKARA PRESISI LAMPUNG FC,INDONESIA,25,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21037302.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BELLEGGIA,LAUTARO JOSE BELLEGGIA,BHAYANGKARA PRESISI LAMPUNG FC,ARGENTINA,28,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25103698.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GINANJAR,GINANJAR WAHYU RAMADHANI,BHAYANGKARA PRESISI LAMPUNG FC,INDONESIA,22,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21150168.png,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPASOJEVIC,ILIJA SPASOJEVIC,BHAYANGKARA PRESISI LAMPUNG FC,INDONESIA,38,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE6335.png,5,0,2,0,0,5,0,0,1,6,0,0,2,9,0,0,0,1,0,0,4,0,0
NIETO,RAFAEL ANDRÉS NIETO RONDÓN,BHAYANGKARA PRESISI LAMPUNG FC,COLOMBIA,29,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25071377.png,4,0,0,0,0,0,2,0,0,0,4,6,0,2,0,0,0,0,0,1,1,0,0
FIRZA,FIRZA ANDIKA,BHAYANGKARA PRESISI LAMPUNG FC,INDONESIA,26,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1813125305.png,2,0,0,5,2,3,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,6,0
AWAN SETHO,AWAN SETHO RAHARJO,BHAYANGKARA PRESISI LAMPUNG FC,INDONESIA,28,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE7584.png,3,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0
ARDI IDRUS,ARDI IDRUS,BHAYANGKARA PRESISI LAMPUNG FC,INDONESIA,32,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE4953.png,3,0,0,0,1,7,0,2,0,3,2,2,0,0,7,0,55,0,0,0,0,8,1
JI DA BIN,JI DA BIN,BHAYANGKARA PRESISI LAMPUNG FC,INDONESIA,19,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE2315115051.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMJANOVIC,SLAVKO DAMJANOVIC,BHAYANGKARA PRESISI LAMPUNG FC,SERBIA,33,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE24073668.png,5,0,4,7,0,26,0,0,0,4,0,12,0,5,17,0,129,0,0,2,0,9,0
SADAT,FAREED SADAT,BHAYANGKARA PRESISI LAMPUNG FC,FINLAND,27,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE23091395.png,4,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3,2,0,0
DEDI.K,DEDI KUSNANDAR,BHAYANGKARA PRESISI LAMPUNG FC,INDONESIA,34,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE2799.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TM. ICHSAN,T. M ICHSAN,BHAYANGKARA PRESISI LAMPUNG FC,INDONESIA,28,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1616031799.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SANI R.F,SANI RIZKI FAUZI,BHAYANGKARA PRESISI LAMPUNG FC,INDONESIA,27,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1714564514.png,4,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,44,0,0,2,0,5,1
TITAN,TITAN AGUNG BAGUS FAWWAZI,BHAYANGKARA PRESISI LAMPUNG FC,INDONESIA,24,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1818486633.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DENDY,DENDY SULISTYAWAN,BHAYANGKARA PRESISI LAMPUNG FC,INDONESIA,29,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE6949.png,2,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,2
W. SUBO SETO,WAHYU SUBO SETO,BHAYANGKARA PRESISI LAMPUNG FC,INDONESIA,32,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE5066.png,5,0,3,0,1,0,0,0,0,7,3,0,0,4,8,0,57,0,0,2,0,5,1
ALBERTO,FADLY ALBERTO HENGGA,BHAYANGKARA PRESISI LAMPUNG FC,INDONESIA,17,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE23260884.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EVANDRA,EVANDRA FLORASTA,BHAYANGKARA PRESISI LAMPUNG FC,INDONESIA,17,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE22193835.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FERRE MURARI,FERRE MURARI,BHAYANGKARA PRESISI LAMPUNG FC,INDONESIA,20,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21157743.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAKASURYA,RAKASURYA HANDIKA ARYABAGASAKTI,BHAYANGKARA PRESISI LAMPUNG FC,INDONESIA,25,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1811588135.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILIC,CHRISTIAN ILIC,BHAYANGKARA PRESISI LAMPUNG FC,CROATIA,29,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25070589.png,3,0,5,0,0,0,1,1,2,6,4,0,0,0,5,0,57,0,0,2,2,0,2
PLAZONJA,STJEPAN PLAZONJA,BHAYANGKARA PRESISI LAMPUNG FC,CROATIA,27,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25077817.png,5,2,4,0,1,0,6,6,3,0,0,0,0,0,7,0,67,0,0,2,1,6,0
FERARRI,MUHAMMAD FERARRI,BHAYANGKARA PRESISI LAMPUNG FC,INDONESIA,22,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE2012809448.png,3,0,3,0,1,4,0,1,1,0,2,0,0,0,6,0,57,0,0,0,1,5,1
RAHMAT SYAWAL,RAHMAT SYAWAL,BHAYANGKARA PRESISI LAMPUNG FC,INDONESIA,20,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE24135448.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BORGELIN,SHANYDER ANTONIO BORGELIN,BHAYANGKARA PRESISI LAMPUNG FC,Penampilan,24,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25076333.png,4,0,0,0,0,0,2,0,0,6,2,0,0,6,0,0,0,0,0,2,0,0,0
FRENGKY MISSA,FRENGKY DEANER MISSA,BHAYANGKARA PRESISI LAMPUNG FC,INDONESIA,21,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21129002.png,4,0,3,0,0,0,2,0,1,0,4,1,0,0,0,0,0,0,0,0,2,0,0
JABBAR,SULTAN JABBAR HILMANSYAH,BHAYANGKARA PRESISI LAMPUNG FC,INDONESIA,17,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE22177472.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RYAN KURNIA,RYAN KURNIA,BHAYANGKARA PRESISI LAMPUNG FC,INDONESIA,29,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE7770.png,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NADEO WINATA,NADEO ARGA WINATA,BORNEO FC SAMARINDA,INDONESIA,28,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1814747314.png,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,60,0,12,0,0,0,0
HAYKAL,MOHAMMAD HAYKAL ALHAFIZ,BORNEO FC SAMARINDA,INDONESIA,24,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1912278748.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIMANCA,ALDAIR SIMANCA PEñA,BORNEO FC SAMARINDA,COLOMBIA,27,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25119333.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IKHSAN NUL,IKHSAN NUL ZIKRAK,BORNEO FC SAMARINDA,INDONESIA,23,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21037363.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M. SOUZA,MAICON DE SOUZA DA SILVA,BORNEO FC SAMARINDA,BRAZIL,29,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25075199.png,3,0,0,0,0,4,1,0,2,0,2,0,0,0,6,0,0,0,0,2,1,0,0
KEI,KEI HIROSE,BORNEO FC SAMARINDA,JAPAN,30,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1913231812.png,3,1,4,0,0,2,2,0,1,8,5,3,0,0,3,0,120,0,0,0,0,11,0
