Name,Player Name,Team,Country,Age,Position,Picture Url,Appearances,Assist,Ball Recovery,Block,Block Cross,Clearance,Create Chance,Cross,Dribble Success,Foul,Fouled,Free Kick,Goal,Header Won,Intercept,Own Goal,Passing,Penalty Goal,Saves,Shoot Off Target,Shoot On Target,Tackle,Yellow Card
FRETS BUTUAN,FRETS LISTANTO BUTUAN,MALUT UNITED FC,INDONESIA,29,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1615482567.png,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M. RIDWAN,M RIDWAN,MALUT UNITED FC,INDONESIA,34,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE2640.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YAN SAYURI,YANCE SAYURI,MALUT UNITED FC,INDONESIA,28,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE2113448486.png,5,0,9,1,3,7,1,2,1,8,5,5,1,3,8,0,133,0,0,0,2,16,1
SAFRUDIN,SAFRUDIN TAHAR,MALUT UNITED FC,INDONESIA,32,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE4122.png,4,0,0,5,0,7,0,0,1,2,0,0,0,4,6,0,103,0,0,2,0,4,1
PASYA,MOHAMED KEMAL ZAHIR FAZYA,MALUT UNITED FC,INDONESIA,16,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25041647.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAVID MAULANA,SEPTIAN DAVID MAULANA,MALUT UNITED FC,INDONESIA,29,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE7595.png,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
R. LAUHIN,RISWAN H LAUHIM,MALUT UNITED FC,INDONESIA,27,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE2019581298.png,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIYAN. A,RIYAN ARDIANSYAH,MALUT UNITED FC,INDONESIA,29,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1715799255.png,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHECHU,JESUS MARIA MENESES SABATER,MALUT UNITED FC,SPAIN,30,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE24293817.png,2,0,2,2,0,8,0,0,0,0,0,2,0,4,5,0,72,0,0,1,0,0,0
R. SYUHADA,RIDHO SYUHADA PUTRA,MALUT UNITED FC,INDONESIA,21,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21175649.png,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TRI SETIAWAN,TRI SETIAWAN,MALUT UNITED FC,INDONESIA,21,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE22270227.png,4,0,3,0,1,1,0,0,0,4,0,2,0,0,5,0,70,0,0,1,0,4,1
LESTUSEN. M,MANAHATI LESTUSEN,MALUT UNITED FC,INDONESIA,32,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21315346.png,3,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
ALWI SLAMAT,MUHAMMAD ALWI SLAMAT,MALUT UNITED FC,INDONESIA,27,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1619567871.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALAN JOSE,ALAN JOSE BERNARDON,MALUT UNITED FC,BRAZIL,31,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE24251468.png,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,11,0,0,0,0
A. LESTALUHU,MUHAMMAD ABDUH LESTALUHU,MALUT UNITED FC,INDONESIA,32,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1816054077.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WADIL,AHMAD WADIL ARYADI ABIDIN,MALUT UNITED FC,INDONESIA,22,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE23284698.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CATUR P.,ARIEF CATUR PAMUNGKAS,PERSEBAYA SURABAYA,INDONESIA,26,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE191528260.png,4,1,4,0,1,3,2,1,1,5,4,2,0,3,15,0,121,0,0,0,0,9,2
DIMOV,DIME DIMOV,PERSEBAYA SURABAYA,BULGARIA,31,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25095415.png,4,0,7,4,0,14,0,0,0,3,2,7,0,12,14,0,159,0,0,0,0,3,0
MITREVSKI,RISTO MITREVSKI,PERSEBAYA SURABAYA,MAKEDONIA,34,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE22187515.png,4,0,5,5,0,20,0,0,0,2,2,9,1,6,15,0,171,0,1,0,2,1,1
RIVERA,FRANCISCO ISRAEL RIVERA DAVALOS,PERSEBAYA SURABAYA,MEKSIKO,31,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE23285671.png,4,1,4,1,0,2,9,0,3,5,14,12,2,0,3,0,99,0,0,1,3,7,0
OKTAFIANUS,OKTAFIANUS FERNANDO,PERSEBAYA SURABAYA,INDONESIA,32,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE7713.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PANGESTU,RIZKY DWI PANGESTU,PERSEBAYA SURABAYA,INDONESIA,26,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE22196902.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRUNO MOREIRA,BRUNO MOREIRA SOARES,PERSEBAYA SURABAYA,BRAZIL,26,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21011433.png,4,1,5,0,1,1,7,2,2,0,3,0,1,1,2,0,96,1,0,1,4,2,0
PEROVIC,MIHAILO PEROVIC,PERSEBAYA SURABAYA,MONTENEGRO,28,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25069533.png,4,0,0,0,0,0,0,0,0,5,4,0,1,8,0,0,0,0,0,2,3,1,0
ALFAN SUAIB,ALFAN SUAIB,PERSEBAYA SURABAYA,INDONESIA,21,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE23277934.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALFREDO TATA,MIKAEL ALFREDO TATA,PERSEBAYA SURABAYA,INDONESIA,21,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE23307979.png,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RANDY MAY,RANDY HANSON CHRISTIAN MAY,PERSEBAYA SURABAYA,INDONESIA,25,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE22273101.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERNANDO,ERNANDO ARI SUTARYADI,PERSEBAYA SURABAYA,INDONESIA,23,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1815200195.png,4,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,76,0,17,0,0,0,0
GALI FREITAS,PAULO DOMINGOS GALI DA COSTA FREITAS,PERSEBAYA SURABAYA,TIMOR LESTE,21,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE23309620.png,4,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
RADITYA,KADEK RADITYA MAHESWARA,PERSEBAYA SURABAYA,INDONESIA,26,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1619997571.png,1,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
LELIS,Leonardo Silva Lelis,PERSEBAYA SURABAYA,BRAZIL,32,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21274406.png,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIMAS .W,DIMAS WICAKSONO PUTRA RAHMAN,PERSEBAYA SURABAYA,INDONESIA,18,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21125456.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RENDY OS,RENDY OSCARIO,PERSEBAYA SURABAYA,INDONESIA,27,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1612012024.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOKO A.A,KOKO ARI ARAYA,PERSEBAYA SURABAYA,INDONESIA,25,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1814662476.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILHAM,MUHAMMAD ILHAM AL-ARIF,PERSEBAYA SURABAYA,INDONESIA,18,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE22124585.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHIKA R.,ANDHIKA RAMADHANI,PERSEBAYA SURABAYA,INDONESIA,26,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1813513489.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRIANTO,RACHMAT IRIANTO,PERSEBAYA SURABAYA,INDONESIA,26,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE171298462.png,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1
SADIDA,SADIDA NUGRAHA PUTRA,PERSEBAYA SURABAYA,INDONESIA,20,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE22278206.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHEVA,SHEVA KARDANU SETIAWAN,PERSEBAYA SURABAYA,INDONESIA,20,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21206229.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TONI F,TONI FIRMANSYAH,PERSEBAYA SURABAYA,INDONESIA,20,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21202835.png,4,0,4,1,3,6,1,0,1,13,4,1,0,2,4,0,68,0,0,1,0,9,3
MALIK RISALDI,MALIK RISALDI,PERSEBAYA SURABAYA,INDONESIA,29,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE6649.png,4,1,3,0,1,0,3,2,1,3,5,0,0,0,3,0,53,0,0,2,1,7,0
M ICHSAS,MOCH ICHSAS BAIHAQI,PERSEBAYA SURABAYA,INDONESIA,18,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE22126198.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAICKOVIC,MILOS RAICKOVIC,PERSEBAYA SURABAYA,MONTENEGRO,32,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25062586.png,4,0,3,1,0,5,0,1,0,2,6,14,0,2,3,0,108,0,0,2,2,3,0
TUMBAS,DEJAN TUMBAS,PERSEBAYA SURABAYA,SERBIA,26,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25093275.png,4,0,2,0,0,5,0,0,0,5,0,1,0,5,9,0,79,0,0,1,2,8,0
DIEGO MAURICIO,DIEGO MAURICIO MACHADO DE BRITO,PERSEBAYA SURABAYA,BRAZIL,34,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25289761.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRZYBEK,ADAM JOZEF PRZYBEK,PERSIB BANDUNG,ENGLAND,25,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25084102.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REIJNDERS,ELIANO JOHANNES REIJNDERS,PERSIB BANDUNG,INDONESIA,25,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25020103.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JULIO C,JULIO CESAR DE FREITAS FILHO,PERSIB BANDUNG,BRAZIL,30,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25319508.png,4,0,3,2,0,2,1,0,0,9,0,4,0,17,9,0,87,0,0,2,1,2,1
KAKANG,KAKANG RUDIANTO,PERSIB BANDUNG,INDONESIA,22,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE2018076782.png,4,0,4,0,1,2,0,0,1,4,0,3,0,5,10,0,105,0,0,0,0,4,1
ROBI DARWIS,ROBI DARWIS,PERSIB BANDUNG,INDONESIA,22,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE22207095.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BECKHAM,BECKHAM PUTRA NUGRAHA,PERSIB BANDUNG,INDONESIA,24,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1619997808.png,3,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0
GUAYCOCHEA,LUCIANO GUAYCOCHEA,PERSIB BANDUNG,ARGENTINA,33,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25250082.png,4,0,2,0,0,0,4,1,1,10,0,12,0,4,6,0,102,0,0,7,2,5,2
WILIAM M.,WILIAM MOREIRA DA SILVA MARCILIO,PERSIB BANDUNG,BRAZIL,29,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE24087991.png,3,0,0,1,0,0,3,1,0,2,2,6,0,3,5,0,59,0,0,3,2,0,0
FEBRI HARIYADI,FEBRI HARIYADI,PERSIB BANDUNG,INDONESIA,29,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE6054.png,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,0,0
T. PAKU ALAM,TEJA PAKU ALAM,PERSIB BANDUNG,INDONESIA,31,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE6072.png,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,68,0,7,0,0,0,0
A. JUFRIYANTO,ACHMAD JUFRIYANTO,PERSIB BANDUNG,INDONESIA,38,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE802.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM ALIS,ADAM ALIS SETYANO,PERSIB BANDUNG,INDONESIA,32,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE6693.png,4,0,0,1,0,2,3,1,1,0,3,2,0,0,7,0,51,0,0,1,0,4,0
DEWA,ALFEANDRA DEWANGGA SANTOSA,PERSIB BANDUNG,INDONESIA,24,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE2016150513.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLOK,MARC ANTHONY KLOK,PERSIB BANDUNG,INDONESIA,32,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1719240722.png,4,0,7,1,0,4,0,0,0,8,0,3,0,1,5,0,70,0,0,0,1,3,2
H. HEHANUSSA,AL HAMRA HEHANUSSA,PERSIB BANDUNG,INDONESIA,26,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1619997501.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAYE,THOM JAN MARINUS HAYE,PERSIB BANDUNG,INDONESIA,30,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25293243.png,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATHAYA,ATHAYA ZAHRAN,PERSIB BANDUNG,INDONESIA,19,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE22171223.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATRICARDI,PATRICIO MARTIN MATRICARDI,PERSIB BANDUNG,ARGENTINA,31,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25077685.png,4,0,4,4,0,13,0,0,0,4,2,8,1,18,14,0,120,0,0,0,1,5,0
PUTROS,FRANS DHIA JIRJIS PUTROS,PERSIB BANDUNG,DENMARK,32,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25081903.png,4,0,4,2,0,7,3,1,0,0,5,3,0,6,12,0,124,0,0,4,2,5,1
R. HEHANUSSA,M. REZALDI HEHANUSSA,PERSIB BANDUNG,INDONESIA,30,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1617181701.png,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RHAKA,MUHAMMAD RHAKA SYAFAKA BILHUDA,PERSIB BANDUNG,INDONESIA,17,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE24189945.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEVIN,KEVIN MUHAMMAD ISLAMI PASHA,PERSIB BANDUNG,INDONESIA,18,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21165415.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SADDIL,SADDIL RAMDANI,PERSIB BANDUNG,INDONESIA,26,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1616638794.png,3,1,0,0,0,0,2,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1
ZULKIFLI. L,ZULKIFLI LUKMANSYAH,PERSIB BANDUNG,INDONESIA,19,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21123636.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FITRAH M,FITRAH MAULANA M. RIDWAN,PERSIB BANDUNG,INDONESIA,19,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21123933.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAZRIEL,NAZRIEL ALFARO SYAHDAN,PERSIB BANDUNG,INDONESIA,17,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE23244855.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JUNG,ANDREW PATRICK JUNG,PERSIB BANDUNG,FRANCE,28,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25108229.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BARBA,FEDERICO BARBA,PERSIB BANDUNG,ITALY,32,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25297686.png,1,0,0,0,1,5,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0
BARROS,UILLIAM BARROS PEREIRA,PERSIB BANDUNG,BRAZIL,31,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25310696.png,4,0,0,0,0,1,3,0,0,5,7,0,3,7,0,0,53,1,0,5,3,4,0
BERGUINHO,ROSEMBERGNE DA SILVA,PERSIB BANDUNG,BRAZIL,28,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE24064383.png,3,1,2,0,0,1,4,1,3,2,8,1,0,0,2,0,0,0,0,0,3,0,1
RAMON,RAMON DE ANDRADE SOUZA,PERSIB BANDUNG,BRAZIL,27,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25085085.png,3,1,2,0,0,0,3,1,1,3,2,0,0,2,0,0,0,0,0,0,0,2,0
C. EDUARDO,CARLOS EDUARDO SOARES MOTA,PERSIJA JAKARTA,BRAZIL,33,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE24136138.png,4,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,80,0,7,0,0,0,0
RIO FAHMI,ILHAM RIO FAHMI,PERSIJA JAKARTA,INDONESIA,24,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21315368.png,3,0,4,0,0,0,2,2,3,5,6,1,0,0,6,0,114,0,0,0,0,4,2
ALWI,MUHAMMAD ALWI FADILAH,PERSIJA JAKARTA,INDONESIA,21,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21130895.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R. RIDHO,RIZKY RIDHO RAMADHANI,PERSIJA JAKARTA,INDONESIA,24,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1818491516.png,4,0,3,1,1,5,0,0,1,5,0,16,1,7,12,0,205,0,0,1,1,4,1
THALES LIRA,THALES NATANAEL LIRA DE MATOS,PERSIJA JAKARTA,BRAZIL,32,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE23269276.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RYO,RYO MATSUMURA,PERSIJA JAKARTA,JAPAN,31,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE22034137.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WITAN,WITAN SULAEMAN,PERSIJA JAKARTA,INDONESIA,24,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1911226807.png,4,1,0,0,0,0,3,2,0,0,3,0,0,0,2,0,63,0,0,0,1,0,0
GUSTAVO FRANCA,GUSTAVO FRANCA AMADIO,PERSIJA JAKARTA,ITALY,27,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25068919.png,4,0,0,0,1,1,4,0,1,0,2,4,1,0,0,0,0,0,0,6,2,0,0
ARLYANSYAH,ARLYANSYAH ABDULMANAN,PERSIJA JAKARTA,INDONESIA,20,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE22043110.png,2,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
SOUSA,VAN BASTY SOUSA E SILVA,PERSIJA JAKARTA,BRAZIL,31,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25070679.png,4,1,7,1,0,4,2,0,0,8,3,5,1,6,10,0,150,0,0,2,1,6,1
CARDOSO,ALAN CARDOSO DE ANDRADE,PERSIJA JAKARTA,BRAZIL,27,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25069091.png,4,0,4,1,0,12,4,3,3,6,7,8,0,4,14,0,151,0,0,2,2,11,2
ALLANO,ALLANO BRENDON DE SOUZA LIMA,PERSIJA JAKARTA,BRAZIL,30,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25067281.png,3,0,3,1,0,3,6,0,3,7,2,3,3,1,4,0,94,0,0,2,6,4,2
PAHLEVI,JEHAN PAHLEVI,PERSIJA JAKARTA,INDONESIA,19,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21092820.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SJAHBANDI,HANIF ABDURRAUF SJAHBANDI,PERSIJA JAKARTA,INDONESIA,28,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE6975.png,3,2,0,0,0,0,3,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0
AMAT,JORDI AMAT MAAS,PERSIJA JAKARTA,INDONESIA,33,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25240838.png,4,0,7,0,0,7,0,0,0,4,0,7,0,6,15,0,145,0,0,0,0,2,1
HAFIZH,MUHAMAD HAFIZH RIZKIANUR,PERSIJA JAKARTA,INDONESIA,19,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21090148.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HANSAMU,HANSAMU YAMA PRANATA,PERSIJA JAKARTA,INDONESIA,30,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE6426.png,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ANDRITANY ARDHIYASA,ANDRITANY ARDHIYASA,PERSIJA JAKARTA,INDONESIA,34,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE3449.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NADZHOFA,IRHAM NADZHOFA AL FARIH,PERSIJA JAKARTA,INDONESIA,18,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE22108773.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIGO,FIGO DENNIS SAPUTRANANTO,PERSIJA JAKARTA,INDONESIA,19,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21265112.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAIHAQI RIFAI,MUHAMMAD BAIHAQI RIFAI,PERSIJA JAKARTA,INDONESIA,19,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21154347.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIAS,DIA SYAYID ALHAWARI,PERSIJA JAKARTA,INDONESIA,21,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21122561.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADITYA,ADITYA WARMAN,PERSIJA JAKARTA,INDONESIA,20,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE22096031.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NICO. S,ALFRIYANTO NICO SAPUTRO,PERSIJA JAKARTA,INDONESIA,22,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1919995146.png,3,1,4,1,0,0,0,1,0,0,3,3,0,0,3,0,0,0,0,0,0,4,0
HANNAN,MUHAMMAD RAYHAN HANNAN,PERSIJA JAKARTA,INDONESIA,21,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21095254.png,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHOLY,MUHAMAD ZAHABY GHOLY,PERSIJA JAKARTA,INDONESIA,17,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE23294943.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUSTAVO,GUSTAVO ALMEIDA DOS SANTOS,PERSIJA JAKARTA,BRAZIL,29,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE23294530.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
